System Name,System Type,CPU Count,CPU Ppin,CPU Serial Number,Memory Count,Memory Size,Memory Speed,BIOS,Board Product,HW Config,Board Serial,PBA,SuperGroup,Group,Team,Division,Subdivision,Discipline,Val Team,Function,Pool,Product,Project,Processor,Domain,Activity,Owner,Site,Active State,System State,NGA Project,NGA Activity,NGA Config,Last Scan,BAT Result,HMA Version,Location,HMA Status
fl31ca102es0501,BHS-AVC-GNR,1,43D121CDAB0F2617,D4433HW800596,12,576.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T19:33:20,Pass,,,Not Running
fl31ca102es0502,BHS-AVC-GNR,2,"4AAE6CCD46E81E2F, 4AAE6D08E5BB8058","740V7P1100207, E4PY283100137",24,1152.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-302,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-08-06T17:34:57,Pass,,,Not Running
fl31ca102es0503,BHS-AVC-GNR,2,"A8F2456779FC6199, A806716799565C62","74CY667300089, 74CY667300197",24,6144.0,7200,BHSDCRB1.IPC.3544.O05.2507252112,AvenueCity,,,N58816-101,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-29T22:54:41,Pass,,,Not Running
fl31ca102es0504,BHS-AVC-GNR,2,"4393554C0F88A21D, 439352CBE7E89971","D4433HW800664, D4685V2K00770",24,1152.0,6400,BHSDCRB1.IPC.3544.P80.2506190002,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-14T16:04:34,Pass,,,Not Running
fl31ca102es0505,BHS-AVC-GNR,2,"43AE1ACE5A045672, 43C7EECCFC6FA309","D4594EL300030, D4825BX500179",24,1536.0,8800,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-25T19:44:31,Pass,,,Not Running
fl31ca102es0506,BHS-AVC-GNR,1,43E401CC28B38E6A,D411523F00076,12,1152.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-401,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-05T23:08:36,Pass,,,Not Running
fl31ca102es0507,BHS-AVC-GNR,2,"BF864B67D73EBDE6, BF8F516739F5A89B","74X46L3400022, 74X46L3400251",24,1536.0,7200,BHSDCRB1.IPC.3544.P80.2506250319,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-01T12:39:33,Pass,,,Not Running
fl31ca102es0508,BHS-AVC-GNR,2,"43D1E14CA4741551, 43D1C65DBF889D0C","D4594EL300072, D4594EL300060",24,1536.0,8800,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-25T19:44:27,Pass,,,Not Running
fl31ca102es0509,BHS-AVC-GNR,2,"2A1BC75D85362A9F, 2EB8E15D4B704D65","D457RG2300007, D491916S00110",24,2304.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-06-23T19:33:17,Pass,,,Not Running
fl31ca102es0601,BHS-AVC-GNR,2,"A806696705DAE5D8, A8066C672DBC807A","74CY667300059, 74CY667300317",24,3072.0,7200,BHSDCRB1.IPC.3544.O05.2507252112,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-16T10:02:23,Pass,,,Not Running
fl31ca102es0602,BHS-AVC-GNR,2,"43C7504CFBC37D03, 43C7A74DD3C27708","D4685V2K00097, D4433HW800561",24,1536.0,6400,BHSDCRB1.IPC.3544.P64.2505160242,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-13T16:24:53,Pass,,,Not Running
fl31ca102es0603,BHS-AVC-GNR,2,"6BE4DD5CA36B2A9E, 6B88B55C8DD48CD0","74AN237800032, 74AN237800108",24,1536.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T21:26:37,Pass,,,Not Running
fl31ca102es0604,BHS-AVC-GNR,1,43D1224771EA7786,D4685V2K00055,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-08-08T05:43:58,Pass,,,Not Running
fl31ca102es0605,BHS-AVC-GNR,1,43AE6B4D4E213A72,D4907GE500105,12,1152.0,12800,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-30T22:11:05,Pass,,,Not Running
fl31ca102es0606,BHS-AVC-GNR,2,"43C9894AD6B30123, 43C9874DEE751166","D411523F00022, D4433HW800638",30,1920.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-25T23:58:15,Pass,,,Not Running
fl31ca102es0607,BHS-AVC-GNR,1,43E38C0825252B81,D4600TQ700089,16,1792.0,6400,BHSDCRB1.IPC.3544.P36.2502102219,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-08-26T17:04:17,Pass,,,Not Running
fl31ca102es0608,BHS-AVC-GNR,2,"43D18BCAE9950E20, 43D1A1CD1C48707E","D481W3A100187, D4346HS800074",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-02T09:50:53,Pass,,,Not Running
fl31ca102es0609,BHS-AVC-GNR,2,"43E3FF4CCED6641D, 43E3BCCCFEB1AE66","D4594EL300027, D4635JC700065",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-08-01T13:20:43,Pass,,,Not Running
fl31ca102es0701,BHS-AVC-GNR,2,"43C8AA4C668EE723, 43C8C7CDA0C68339","D4834QA700054, D405UD7100077",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-08-11T16:38:27,Pass,,,Not Running
fl31ca102es0702,BHS-AVC-GNR,2,"43C8C75D1363FCB2, 43C8A9CA545DBE75","D4834QA700010, D4834QA700012",24,1536.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-401,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-25T19:44:25,Pass,,,Not Running
fl31ca102es0703,BHS-AVC-GNR,1,43AE6BCA4FF7BF42,D4907GE500145,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-06-23T19:02:36,Pass,,,Not Running
fl31ca102es0704,BHS-AVC-GNR,2,"43C989CB052CFA33, 43C9884DA31B2C65","D411523F00067, D4685V2K00694",24,1536.0,12800,BHSDCRB1.IPC.3544.P25.2411252204,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2024-11-21T21:46:42,Pass,,,Not Running
fl31ca102es0705,BHS-AVC-GNR,2,"43C9884A6D2D8F1A, 43C98808DD46FF05","D4685V2K00635, D4433HW800631",24,1536.0,12800,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-08-25T05:31:55,Pass,,,Not Running
fl31ca102es0706,BHS-AVC-GNR,1,43E41D4CE86BE069,D411523F00006,12,384.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-06-23T19:10:48,Pass,,,Not Running
fl31ca102es0707,BHS-AVC-GNR,2,"43E4004BB378626A, 43E3BC5DDD5EA2D9","D4594EL300008, D4594EL300110",24,1536.0,6400,BHSDCRB1.IPC.3544.O05.2508280630,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-08T21:42:16,Pass,,,Not Running
fl31ca102es0708,BHS-AVC-GNR,2,"43E3BA4C8668837D, 43E38B1017868EC6","D4600TQ700036, D4600TQ700040",24,3072.0,6400,BHSDCRB1.IPC.3544.P36.2502102219,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-08-26T16:59:54,Pass,,,Not Running
fl31ca102es0709,BHS-AVC-GNR,2,"BF8F40672D9EBF95, BF864C67DF2C6B41","74X46L3400165, 74X46L3400019",24,6144.0,7200,BHSDCRB1.IPC.3544.O05.2507252112,AvenueCity,,,N58816-101,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-08-06T18:41:48,Pass,,,Not Running
fl31ca102es0801,BHS-AVC-GNR,2,"43C750CD1F6DC941, 43C7A74AB1112E16","D4685V2K00039, D4685V2K00656",24,2304.0,12800,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T19:33:19,Pass,,,Not Running
fl31ca102es0802,BHS-AVC-GNR,1,43ADF046C536BE13,D4346HS800143,12,1152.0,12800,BHSDCRB1.IPC.3544.O05.2507252112,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-03T10:05:57,Pass,,,Not Running
fl31ca102es0803,BHS-AVC-GNR,2,"43C7A6CAA9D6E728, 43C7A6FC83FBBA11","D4433HW800538, D4685V2K00723",24,2304.0,12800,BHSDCRB1.E9I.3544.P60.2506112345,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-12T20:29:01,Pass,,,Not Running
fl31ca102es0804,BHS-AVC-GNR,2,"BF863B6721AFCE91, BF8F4F677F153039","74X46L3400045, 74X46L3400094",24,1536.0,7200,BHSDCRB1.IPC.3544.O05.2507252112,AvenueCity,,,N58816-101,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-22T17:15:43,Pass,,,Not Running
fl31ca102es0805,BHS-AVC-GNR,2,"BF78536799522FDC, BF864167493DCBB4","74X46L3400072, 74X46L3400252",24,3072.0,7200,BHSDCRB1.IPC.3544.O05.2507252112,AvenueCity,,,N58816-101,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-31T22:04:48,Pass,,,Not Running
fl31ca102es0806,BHS-AVC-GNR,2,"43D1A24C6305011C, 43D1B55DF12CAE74","D4594EL300132, D405UD7100141",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-25T22:40:16,Pass,,,Not Running
fl31ca102es0807,BHS-AVC-GNR,2,"4652867C5F59CA1B, 4652891039E6E34B","74RT476600006, 74RT476600005",32,1280.0,6400,BHSDCRB1.IPC.3544.O05.2507252112,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-12T10:50:57,Pass,,,Not Running
fl31ca102es0808,BHS-AVC-GNR,2,"4393534B3C72551C, 4393554D6644B353","D4685V2K00743, D4685V2K00652",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-401,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-25T22:41:48,Pass,,,Not Running
fl31ca102es0809,BHS-AVC-GNR,2,"43D1C4CA8B7F3B1A, 43D1C62F31D30C03","D405UD7100225, D405UD7100215",32,2048.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T21:26:39,Pass,,,Not Running
fl31ca102es0901,BHS-AVC-GNR,1,43C7244725604C4B,D4825BX500006,16,1024.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-11T19:22:13,Pass,,,Not Running
fl31ca102es0902,BHS-AVC-GNR,1,43E3FF46DD17480D,D4594EL300115,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-30T22:11:09,Pass,,,Not Running
fl31ca102es0903,BHS-AVC-GNR,1,28F7C05D6773106E,D46700FT01105,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T19:33:16,Pass,,,Not Running
fl31ca102es0904,BHS-AVC-GNR,1,2FD1D15D0F7F958B,D491916S00212,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-24T01:53:54,Pass,,,Not Running
fl31ca102es0905,BHS-AVC-GNR,1,3BF4AC5D2D265E02,D481W3A100001,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-30T22:11:04,Pass,,,Not Running
fl31ca102es0906,BHS-AVC-GNR,2,"43AE6B1079BDE8D4, 2A18B05D35EEBCF7","D4825BX500116, D4685V2K00804",24,1536.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T19:33:20,Pass,,,Not Running
fl31ca102es0907,BHS-AVC-GNR,1,43E2DA4A5CF6BF2E,D405UD7100222,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T19:33:18,Pass,,,Not Running
fl31ca102es0908,BHS-AVC-GNR,2,"2AF1B85D8DC47FFC, 2AF2AA5D7FF14FBB","D409BQ4600010, D4503CD300112",24,3072.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:07:46,Pass,,,Not Running
fl31ca102es0909,BHS-AVC-GNR,2,"1AC7B75D2165008B, 1D5AC85D7B5A19C1","D46700FT01056, D46700FT01238",24,1536.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-06-23T19:17:20,Pass,,,Not Running
fl31ca102es1001,BHS-AVC-GNR,1,43AE6DCACD34F27E,D405UD7100223,12,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:08:56,Pass,,,Not Running
fl31ca102es1002,BHS-AVC-GNR,2,"43D1B42FA3F6AF60, 43D1A310DB435CA1","D4594EL300127, D481W3A100129",24,1536.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:08:58,Pass,,,Not Running
fl31ca102es1003,BHS-AVC-GNR,2,"43D1B32FADB81AD6, 43D1B34CDD313E7F","D405UD7100003, D4594EL300173",24,1536.0,6400,BHSDCRB1.IPC.3544.P80.2506250319,AvenueCity,,,M23789-400,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-09-04T21:47:38,Pass,,,Not Running
fl31ca102es1004,BHS-AVC-GNR,2,"2817B65D71EFBB79, 2817B35DEBE41B46","D46700FT01232, D46700FT01170",24,1536.0,12800,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-24T01:53:50,Pass,,,Not Running
fl31ca102es1005,BHS-AVC-GNR,1,43E2D84C7F86452B,D405UD7100054,12,768.0,12800,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:08:57,Pass,,,Not Running
fl31ca102es1006,BHS-AVC-GNR,2,"43D1C45D671A34A6, 43D1B5CADE787B6A","D4594EL300172, D405UD7100190",24,1152.0,6400,BHSDCRB1.E9I.3544.P60.2506112345,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-12T10:17:30,Pass,,,Not Running
fl31ca102es1007,BHS-AVC-GNR,1,43E41D478508B918,D411523F00025,12,384.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T19:17:50,Pass,,,Not Running
fl31ca102es1008,BHS-AVC-GNR,2,"4AA8F14D875DA749, 4AA8EF4DCEBD6D38","74RT476600521, 74RT476600194",24,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-06-23T19:18:37,Pass,,,Not Running
fl31ca102es1009,BHS-AVC-GNR,2,"4AA8F04673CB8FDA, 4AA8EFCCFD93110F","74RT476600187, 74RT476600222",24,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:09:00,Pass,,,Not Running
fl31ca102es1101,BHS-AVC-GNR,1,43C6FBCB83388670,D4825BX500104,12,384.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,M23789-401,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-07-30T22:11:06,Pass,,,Not Running
fl31ca102es1102,BHS-AVC-GNR,2,"27F1985DD730AD94, 27F14B5DADFE0857","D4503CD300057, D4503CD300150",24,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:08:59,Pass,,,Not Running
fl31ca102es1103,BHS-AVC-GNR,1,43E41E471DC7CCD7,D411523F00167,12,384.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:30:29,Pass,,,Not Running
fl31ca102es1104,BHS-AVC-GNR,1,2FD1D25DFFB01878,D409392J00013,12,384.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,online,,,,2025-06-23T20:32:34,Pass,,,Not Running
fl31ca102es1105,BHS-AVC-GNR,1,43C725471521EC96,D481W3A100178,12,384.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-06-23T20:32:46,Pass,,,Not Running
fl31ca102es1106,BHS-AVC-GNR,2,"4AA8EF4BFAD2444B, 4AA8F02F352056AE","74XL197600246, 74RT476600349",24,768.0,6400,BHSDCRB1.IPC.3545.P03.2509181956,AvenueCity,,,,DCAI,,SNV.CFE,SNV,CFE,PVST,Labs,Labs,,GNR-AP,GNR,Granite Rapid AP,,Execution.Released,"Mangalore, Kiran; Aa, Raghavendra",Flexential,Validation,offline,,,,2025-06-23T20:33:00,Pass,,,Not Running
